Name,ID,Category,Sub-Category,Quantity,Sale Price,Tax,Total Price,Buy Cost,Profit,Expiration Date
ydUhouNyAkIuO,123,NonPerishable,-1,650,7451.14,0.1,8196.25,3559.77,3891.37,-1
ye,143,NonPerishable,-1,310,1999.62,0.1,2199.58,468.698,1530.92,-1
yhcktebNBRCQNGKHO,313,NonPerishable,-1,588,539.276,0.1,593.204,237.061,302.215,-1
ymlxvsJubaopXbmeDtHStqPeHEVX,366,Perishable,-1,172,9782.67,0.1,10760.9,4230.31,5552.36,3/13/2031
yxCvQarTVRgljzMANPKPQ,377,Perishable,-1,590,8733.98,0.1,9607.38,2373.55,6360.43,11/16/2033
zJcaPDxtCdXnpnLUpVtlcNUtGJ,512,Perishable,-1,909,5952.67,0.1,6547.94,348.085,5604.59,1/3/2027
zPUNOKqXCTeQufb,276,NonPerishable,-1,200,7025.1,0.1,7727.61,341.99,6683.11,-1
zRdz,452,Perishable,-1,557,8263.55,0.1,9089.9,389.989,7873.56,5/26/2029
zePxVZbqMxiivEeFOPhMYLIaVUNMzWz,165,NonPerishable,-1,211,6523.49,0.1,7175.84,2467.88,4055.61,-1
znTfRfTEQI,226,NonPerishable,-1,386,1083.94,0.1,1192.33,272.24,811.7,-1
zoUoaSUklXtWuZ,356,Perishable,-1,746,4634.72,0.1,5098.19,1078.66,3556.06,12/14/2032
zrWjGoZbTqVNNpYtDNTIsZvAnBlE,105,NonPerishable,-1,835,5861.47,0.1,6447.62,1846.89,4014.58,-1
zvUCQqnwMjeT,498,Perishable,-1,74,9887.56,0.1,10876.3,2556.71,7330.85,1/14/2031
zw,144,NonPerishable,-1,226,7524.65,0.1,8277.11,3149.04,4375.61,-1
